"Scan","Time(sec)","O 130.603","Ar 425.118","Cl 134.724","Cl 135.165","Cl 136.345","Cl 133.573","Cl 139.653","Br 154.065","Br 153.174","Br 148.845","Br 144.990","Br 157.480","Br 163.340","I 178.276","I 142.549","I 161.760","I 183.038","I 179.909","Analog_Temp"
1334,133.4,6670,2264100,4433,4775,-1982,720,-511,1250,2627,626,1694,72,815,433,198,1025,-1425,1732,-82139.8660852769
1335,133.5,3460,2271824,3584,2182,1212,2820,391,-529,1621,4107,-2052,-1599,1907,3072,806,4878,-4153,-2337,-82139.8660852769
1336,133.6,3685,2230208,6249,4551,4906,3173,1133,1701,-1645,1516,752,-1536,928,-2263,2151,-96,-1513,-856,-81097.2921413646
1337,133.7,6989,2270862,7804,11531,8737,8379,-1187,1258,287,2962,2844,400,-765,-3025,-2618,1302,-1692,-1171,-81097.2921413646
1338,133.8,2286,2279964,3237,331,-1975,-723,95,-7,-3550,641,481,5926,874,42,1121,-976,-149,763,-81097.2921413646
1339,133.9,7040,2304483,7221,6635,6859,5350,494,-821,1613,-2351,-744,-1518,-658,198,-3831,1767,2098,-1166,-81097.2921413646
1340,134,4335,2264199,3831,2711,-1090,2468,720,4414,3943,-2389,1509,-1203,-389,-2408,184,4176,2963,865,-80749.7674933938
1341,134.1,9291,2248772,7816,5381,3968,7222,799,-1333,53,2765,969,-3823,1687,3603,957,4232,23,1090,-79707.1935494815
1342,134.2,908,2247840,-420,-4514,-5841,-3851,2860,-4486,-1187,1500,-1032,1304,-2013,1458,-2058,-97,-863,-996,-79707.1935494815
1343,134.3,8846,2255663,7143,7333,5899,8153,-18,-2696,295,71,1246,-4647,35,113,751,95,-1278,-1943,-80402.242845423
1344,134.4,2061,2276158,5459,2610,3821,3384,-3421,-2752,1211,1502,917,1523,-2082,904,427,2823,-1481,3153,-80402.242845423
1345,134.5,-2116,2270711,-3665,-3844,-3036,-3315,2616,432,-644,2965,1694,-270,2144,2086,17,-222,3958,1991,-80054.7181974523
1346,134.6,5997,2318878,5309,5570,2877,2096,2825,-1113,-2340,-2145,48,558,-2268,737,-2987,-384,-3676,1051,-80054.7181974523
1347,134.7,8601,2255814,6290,2439,4962,7000,2172,-1552,1367,691,2432,1525,1274,2932,1532,261,879,-1495,-80054.7181974523
1348,134.8,2233,2265518,1788,4023,3282,5002,5003,403,-384,-1466,712,-5431,630,-2181,2212,733,612,-211,-80054.7181974523
1349,134.9,3201,2259279,3251,-537,-674,2606,641,-2047,-914,-2232,-488,-1294,-578,-1301,-1013,-190,2857,728,-79707.1935494815
1350,135,7018,2252188,6416,8171,9013,2284,399,-3648,693,673,1764,2596,-1258,-103,688,-896,64,-2041,-80402.242845423
1351,135.1,3769,2278024,3965,1482,4332,2759,-569,1772,-2458,-905,3225,1541,-1182,-243,3553,-2123,-55,704,-79359.6689015108
1352,135.2,8472,2282433,9915,9009,9536,6180,-1190,1863,193,2232,1445,-543,-749,1844,-1572,2844,-2601,2935,-79359.6689015108
1353,135.3,1101,2274310,3333,2970,1149,-57,-419,932,-2923,-441,3214,4833,-2864,555,-1519,3513,-105,-1240,-80402.242845423
1354,135.4,5723,2245439,7464,3062,4075,3471,949,195,-3008,-2503,802,2120,259,-520,1221,3230,895,-1458,-79359.6689015108
1355,135.5,-1364,2259811,208,68,527,-2211,1000,1108,-1040,-4345,1396,-6116,602,5120,1480,-66,1231,-211,-79707.1935494815
1356,135.6,4877,2231557,7437,-811,3795,1272,304,-509,-2041,-440,475,2316,-5597,2,2570,1845,2256,1887,-79707.1935494815
1357,135.7,1932,2260805,3657,3876,-4,2145,-3277,314,1966,-2967,-1372,-2302,585,-2176,-470,-587,-1840,-4320,-80054.7181974523
1358,135.8,6262,2272109,4702,1995,2696,5442,3529,649,-2820,-2425,-1441,3125,-1822,-1431,-2507,1325,1312,-1282,-79707.1935494815
1359,135.9,8046,2317008,7400,5333,6981,5546,2558,423,4337,1257,2294,444,2248,-270,1166,-479,3049,-1482,-79707.1935494815
1360,136,11933,2256790,10282,5019,4653,8101,1201,-2974,-1594,-1867,-2268,1159,-1735,-1851,-862,5137,312,2073,-79012.14425354
1361,136.1,1486,2270462,61,-3292,748,-3846,2704,1973,2231,2776,538,1807,106,-3048,-1811,-503,3800,3028,-80054.7181974523
1362,136.2,494,2218423,4029,1232,19,-3156,17,1906,-425,156,2690,-1954,-2176,976,459,98,3466,-1228,-80054.7181974523
1363,136.3,4985,2251629,6198,5562,5077,5341,3599,-1336,-100,896,-436,-1193,1405,-3704,1667,1230,4405,1077,-78664.6196055692
1364,136.4,11511,2285348,9318,8743,5324,3680,2899,-2756,-1468,3783,1655,-426,1190,2532,-1445,928,-3366,-2018,-78664.6196055692
1365,136.5,6926,2264068,5896,6364,8425,5944,-518,-2753,-1650,-889,-1140,-1430,-2682,-594,-562,1267,4513,-211,-79012.14425354
1366,136.6,3253,2323011,119,-2532,-3687,-962,-786,2534,-2261,-685,-1146,-557,195,-1690,2343,2350,-680,1771,-79012.14425354
1367,136.7,3808,2249540,2635,459,2564,2758,2331,-3038,3488,-150,3045,-4106,2268,2661,-2461,-342,-1024,160,-79012.14425354
1368,136.8,1374,2252781,1925,-756,5824,-754,-1565,-390,2075,-135,-3229,-3565,-3765,447,855,-949,5880,965,-77969.5703096277
1369,136.9,12489,2246971,13640,8787,10364,7257,-1164,1473,-292,-216,840,1661,-2317,-2336,-2729,1916,2056,780,-78317.0949575985
1370,137,9736,2275214,7619,7522,8577,6174,-1586,1827,1049,726,885,-1273,1485,130,1120,1841,726,-1620,-77969.5703096277
1371,137.1,545,2265591,428,-2290,244,-2399,-3374,1596,1516,864,-2479,-865,376,1841,-2589,-1023,966,1016,-79359.6689015108
1372,137.2,6121,2277332,4987,7251,4507,4010,2191,1828,739,2961,1673,-942,-3572,-5096,3324,3589,241,739,-79359.6689015108
1373,137.3,7331,2250387,8870,5355,61,4074,3011,-2006,-842,-1676,479,-2274,849,-1514,1150,2488,-2005,2035,-78664.6196055692
1374,137.4,2919,2236536,2958,1019,3615,45,-2100,-1087,1473,-1239,2178,-8433,41,2459,-3331,-989,-2898,131,-77622.045661657
1375,137.5,4803,2283322,1479,3499,3846,3322,-75,-2559,-1918,740,-273,-6024,-705,3207,-76,3534,-472,320,-77622.045661657
1376,137.6,4686,2251517,4117,8041,5848,4761,-3841,3885,976,-373,-552,7227,-1932,1143,1630,481,-2177,-2967,-77969.5703096277
1377,137.7,1723,2325306,6194,1542,5274,1709,4698,3091,2474,-1410,-1115,-1179,-1222,367,-494,1693,1877,259,-77969.5703096277
1378,137.8,8271,2311397,8018,5256,3288,6511,944,-3457,461,2036,1936,66,-794,1431,2057,1737,2155,-417,-77622.045661657
1379,137.9,6715,2337671,5710,5921,3584,7290,478,-1939,-1299,2757,533,-337,112,-1368,3007,1216,-597,606,-77622.045661657
1380,138,6378,2279346,5449,3022,3040,2444,-2808,283,808,567,1347,-2539,-612,1882,-188,3792,2106,4033,-77274.5210136862
1381,138.1,7797,2277906,11300,7080,8902,4529,-1483,2107,-1454,-2599,1503,-243,-977,626,-180,1314,-4195,2753,-76231.9470697739
1382,138.2,1985,2258997,5605,238,840,2595,1424,1305,-2465,-2591,-2618,-510,-1364,861,-1998,3269,344,2602,-76231.9470697739
1383,138.3,4890,2257882,5154,3759,3279,5362,5201,1601,-945,755,4810,3078,-379,-442,2604,-315,3495,-2836,-76926.9963657154
1384,138.4,3680,2293302,7985,5544,2780,3469,109,-753,767,651,-1468,-1584,-1210,543,876,-1274,3016,1872,-76926.9963657154
1385,138.5,2055,2283616,2144,4007,893,-990,4305,3747,-3056,137,1291,-3408,-2463,933,-847,1161,-402,1238,-76926.9963657154
1386,138.6,276,2299891,3102,1008,4190,2939,1126,-849,1309,92,-595,2221,842,-4002,1622,1494,635,-1740,-77274.5210136862
1387,138.7,6914,2256237,10200,7431,6249,8779,-242,226,-1752,19,-1735,-5506,194,785,306,2160,5099,1301,-77274.5210136862
1388,138.8,11681,2275975,10177,6212,7441,6140,1585,-2205,-1495,-1313,2525,-1174,2966,2319,3716,2667,7149,-2529,-77274.5210136862
1389,138.9,6520,2254723,6770,5081,961,5986,-1332,-1712,3132,3007,722,937,-1289,2358,2712,452,4687,-1307,-76231.9470697739
1390,139,2952,2249170,241,-4159,1193,1548,-1083,-1444,1343,-13,1777,-1483,611,1683,-923,1704,2238,845,-76231.9470697739
1391,139.1,3432,2297649,222,2782,1864,1144,1881,-1832,1375,2924,1261,-1083,56,2169,-2293,5920,-242,1716,-76231.9470697739
1392,139.2,-1206,2307033,-553,-2167,-1843,-5662,-1001,1841,-1886,-698,-797,1025,811,-786,-648,2725,814,1485,-76231.9470697739
1393,139.3,2497,2264973,7188,1347,3414,2032,-2797,4841,-99,5274,-1318,3818,670,-306,-2434,3239,1123,2124,-76579.4717177447
1394,139.4,6219,2254254,6363,5844,7348,4000,305,-745,-1987,-429,4637,-1089,4303,-813,-84,940,-911,579,-76926.9963657154
1395,139.5,4651,2267069,2189,1351,412,1721,1404,-4356,-111,4123,2829,444,-1030,2095,-2254,876,-2344,-785,-76926.9963657154
1396,139.6,3012,2227807,4407,2684,4433,1827,-1183,2725,3351,-1140,-1412,1857,68,-598,109,1827,1496,-1031,-76579.4717177447
1397,139.7,3955,2307248,3105,4035,2979,-346,-3967,1889,1315,-187,-1327,288,1030,-2358,-221,1788,1908,2273,-76231.9470697739
1398,139.8,-50,2273126,1389,-2122,-173,-709,2285,2501,238,993,-1471,-271,-1668,2885,1710,3442,-718,2773,-76231.9470697739
1399,139.9,5482,2309661,10312,4903,3531,3168,2119,2195,2140,-673,-836,1221,-2901,148,-237,1127,1409,254,-75884.4224218031
1400,140,5187,2235551,7282,4819,5328,3835,-154,-592,-2098,2242,1822,1550,1477,330,-2427,2134,2530,-11,-75884.4224218031
1401,140.1,312,2248587,1582,-2100,1996,-1240,2492,1290,2252,1347,-341,-1291,-1958,-426,5486,-3258,3548,3485,-76579.4717177447
1402,140.2,4936,2251260,4729,5672,5239,5277,1099,-1454,3380,2741,757,-2606,-5174,838,-2892,-882,829,1077,-76579.4717177447
1403,140.3,4854,2245111,3481,1981,1446,-248,-1491,-3021,-898,-352,29,3761,-2921,-2239,-4494,369,1871,-285,-75884.4224218031
1404,140.4,5385,2274749,9042,6431,3257,3445,2050,-253,-1386,-1434,5109,-490,-1542,-4218,-2384,739,5060,1249,-75884.4224218031
1405,140.5,4961,2278600,6591,1583,3150,1352,1869,5219,-1538,-1327,-2397,455,-4076,610,-333,2107,2019,-2994,-74841.8484778909
1406,140.6,8977,2295007,8046,8073,5093,6851,2955,676,-3896,-188,-1226,493,-1002,-111,85,-777,-1050,-2943,-75536.8977738324
1407,140.7,1519,2250564,3273,4985,416,-72,1099,2692,2523,1004,995,-2276,-1901,1819,-999,387,562,30,-75536.8977738324
1408,140.8,3065,2272008,3115,2476,2398,4991,1454,1639,-2919,1331,-49,-228,-975,3155,688,1959,4628,-418,-75536.8977738324
1409,140.9,5755,2249566,3857,5291,6868,6637,3676,450,-215,-68,-1180,-1909,-33,-7778,677,-195,-550,-1655,-75189.3731258616
1410,141,-1242,2247712,2105,727,250,717,-1650,2211,437,529,-2545,-2123,1487,698,2712,642,2906,-423,-74841.8484778909
1411,141.1,2402,2287561,6016,2340,1886,972,-373,1757,-3176,1483,-157,1383,-49,-3107,3898,1133,2318,503,-74841.8484778909
1412,141.2,7996,2293155,4071,3798,4881,2674,661,-271,-953,2435,-219,292,-1213,-1158,-3729,-1369,532,-536,-74841.8484778909
1413,141.3,8900,2266292,8122,9018,9853,5974,485,1894,-1370,-2144,-934,-2756,-2473,-310,2269,86,-680,-681,-75189.3731258616
1414,141.4,4499,2251301,6288,7481,3982,6161,-427,-1196,920,-2135,-3874,4826,-1002,-1529,1557,1080,3408,-2476,-75189.3731258616
1415,141.5,10053,2246865,7480,2776,4794,4942,-1865,-637,56,744,47,-3136,-1047,-3939,-87,2023,-702,-2495,-75189.3731258616
1416,141.6,2751,2219130,3629,1074,3782,2754,-1067,-1465,-1479,-940,2012,-202,-2778,2862,1017,2269,1964,1049,-75189.3731258616
1417,141.7,-1407,2278326,-843,-363,-388,-14,-1804,-4437,-112,2662,-1650,748,2226,1356,-3089,-169,-3342,2232,-74146.7991819493
1418,141.8,8378,2264809,8304,5480,4231,9183,1989,-75,-3284,-1907,-1234,-4037,-2385,-624,2478,-1078,854,956,-74146.7991819493
1419,141.9,5162,2317401,4560,2628,4789,2339,410,-2150,3087,91,197,-7235,-2114,-1407,1884,1903,4509,1431,-73451.7498860078
1420,142,4016,2237445,5257,5510,2240,3506,4599,-4182,-2352,-3591,2086,-2876,801,-1332,-1306,1471,1188,2784,-74841.8484778909
1421,142.1,2296,2240435,4307,1221,487,1851,605,2641,2764,-890,-425,-75,-1088,-2766,162,207,-82,1818,-74494.3238299201
1422,142.2,1699,2232673,2800,1452,270,-560,-1138,-1354,319,-5190,901,-2800,-692,68,215,1497,641,-560,-74494.3238299201
1423,142.3,3841,2252213,7542,4569,6852,8245,-495,4243,796,-178,1354,-1056,-11,-1320,2282,2333,-4373,-617,-74146.7991819493
1424,142.4,8073,2277391,5883,4862,3460,6434,1464,12,3236,-1869,3868,-1352,640,-649,-566,2125,3271,318,-74146.7991819493
1425,142.5,9205,2271699,9280,8979,6675,4548,64,1229,2875,1061,918,-1304,-1817,184,3293,888,9082,-639,-74146.7991819493
1426,142.6,4333,2295741,6044,2536,2601,2038,-1951,-2097,1638,-451,-311,1068,-4452,921,1773,636,5655,-1205,-73451.7498860078
1427,142.7,6553,2230708,10229,5123,4599,6122,-560,-1041,-4706,3179,-2230,662,521,1161,3396,1655,1524,-1,-73451.7498860078
1428,142.8,4038,2247703,3383,-1110,1719,3503,3433,3010,-3984,-1348,2499,1044,633,2212,-66,609,856,661,-74146.7991819493
1429,142.9,3686,2183022,3810,585,686,2558,-635,-4116,384,2579,-1968,-2216,2039,-1027,-689,2516,3700,2293,-73104.2252380372
1430,143,-4358,2236569,627,632,-1919,-4637,882,896,-2707,1477,-518,-195,-1823,820,1234,-745,2749,2360,-74146.7991819493
1431,143.1,3239,2253049,3995,-3206,3744,2747,-1042,-864,234,-530,-954,2538,2163,960,-1362,-1176,1714,-1287,-74146.7991819493
1432,143.2,5046,2275234,2070,4933,931,2327,1701,-541,-3956,202,2598,2,-6802,1804,1798,3940,4237,3849,-73799.2745339786
1433,143.3,2727,2240581,2633,-416,4875,-1704,1834,432,-590,-185,2716,-605,-1668,-1067,228,2211,2205,-1293,-73104.2252380372
1434,143.4,1875,2254185,5213,1795,3150,1677,-1184,-1016,1476,288,344,6185,1092,1795,922,1203,1100,4798,-73104.2252380372
1435,143.5,4020,2261386,1604,-873,318,2388,1001,-1032,-2181,808,60,-1533,1204,-610,1952,4993,-237,-274,-73104.2252380372
1436,143.6,4097,2236736,5499,5947,2567,90,3150,-106,3511,883,3117,2638,-529,641,1530,2974,-607,-612,-73104.2252380372
1437,143.7,8476,2282253,5246,6350,3299,3214,1881,-1905,-77,-1440,2229,-1526,2665,-774,3407,2892,-1208,-68,-73104.2252380372
1438,143.8,9578,2263460,9813,7894,5939,9362,-2924,-4206,-526,-2084,-999,-1339,-2607,-4198,1297,2109,5294,2596,-73104.2252380372
1439,143.9,6075,2299147,3413,3951,5751,3991,1173,3633,-4484,1164,-3686,-332,2724,991,-1634,161,-87,-1814,-73104.2252380372
1440,144,4864,2233898,3021,2701,-1518,2091,2150,2957,-2157,-819,451,455,2033,1062,2031,-595,-160,-1437,-72756.7005900664
1441,144.1,6060,2261751,5310,4751,3661,4449,-1056,1207,1608,4751,3713,2259,299,-2563,1119,4112,3578,2835,-71714.1266461541
1442,144.2,9192,2240791,6117,3693,8256,3826,635,-3274,-483,-92,2292,-1707,2926,167,-63,-1225,-4857,3447,-73104.2252380372
1443,144.3,2518,2253203,2610,-835,-1735,773,277,-960,-663,710,-2237,467,-846,-3331,-367,355,2040,-1966,-73104.2252380372
1444,144.4,7235,2275391,3637,7669,6836,7825,-2182,2958,-1036,-1025,3264,3328,-521,-3000,-1346,4920,-1434,-2804,-72061.6512941249
1445,144.5,-1663,2271623,-1523,2321,337,3111,103,821,499,763,498,-2111,-833,-2797,1451,3973,2397,-2449,-72061.6512941249
1446,144.6,4017,2302229,6460,4231,4630,3239,-689,3381,-2763,1206,1639,2131,3278,-389,-505,2373,3697,-4531,-72061.6512941249
1447,144.7,4131,2246846,3412,2104,4031,3430,-1756,2142,-855,-227,-657,-1128,-4386,-333,-507,2385,38,-524,-72061.6512941249
1448,144.8,5013,2253449,4331,3989,2718,1074,-1120,937,-3052,-3197,-1912,-742,313,905,-627,-3033,1339,3139,-71019.0773502126
1449,144.9,1884,2255771,1152,-154,-1113,-783,-218,-4134,-1380,-823,2262,581,-2186,-1903,-3105,935,-1329,747,-71019.0773502126
1450,145,3789,2272157,685,-1072,-1159,-1397,-2967,-1780,397,-2624,91,1581,-53,1974,1183,424,1144,-3242,-71019.0773502126
1451,145.1,3817,2283214,5107,279,-255,734,-1167,442,3760,2735,-551,-1361,-3900,2739,1403,-892,-1673,-242,-71019.0773502126
1452,145.2,5591,2274269,7312,4463,2813,3744,437,-3230,-5466,-2686,6861,449,-2574,1103,1735,-3434,-1307,-1342,-71019.0773502126
1453,145.3,1784,2264113,1385,8,-4072,-2371,-2375,-3409,-110,-1352,1707,-6554,-969,-712,-2064,-828,4008,-72,-71366.6019981833
1454,145.4,426,2244039,822,-806,-2542,-6348,3034,-2076,2829,-1358,1567,1796,-3749,96,-2066,3040,2391,1238,-71019.0773502126
1455,145.5,4734,2253053,5593,4003,1577,4259,-752,-476,-3159,-3371,1233,-6061,315,1599,737,4238,-3088,-3303,-71019.0773502126
1456,145.6,6187,2255390,6718,3385,4571,5909,2996,-1729,-1020,569,-2987,1871,1279,1999,-1262,3030,2841,2305,-71019.0773502126
1457,145.7,1751,2292537,4361,801,2295,1387,-608,3599,758,997,-1738,-120,-3672,1750,-2077,364,4407,829,-71019.0773502126
1458,145.8,3631,2270996,4840,2802,4766,3728,1085,-997,-2402,2819,2657,-5006,-845,1292,-4462,-956,1581,149,-71366.6019981833
1459,145.9,6296,2285347,5391,8157,3059,2900,-47,-435,1500,1069,1057,2402,182,6709,-293,-183,1297,2974,-71019.0773502126
1460,146,-559,2248457,2243,2572,443,-2602,-1406,2342,1634,958,2763,2378,695,1440,2673,-1088,1429,3627,-71019.0773502126
1461,146.1,3294,2260412,3829,-1905,57,1304,715,1556,2558,3004,4833,-143,789,-4072,706,881,-1138,393,-70324.0280542711
1462,146.2,4299,2252075,6869,5171,5434,1016,-1884,1262,2390,-1975,1927,-1223,626,3659,496,87,-423,-2047,-70324.0280542711
1463,146.3,2778,2239972,4940,4702,1173,516,659,1313,-916,3889,1288,-290,354,-497,622,3558,3920,2941,-70324.0280542711
1464,146.4,5624,2258617,8251,1851,4184,2440,-1421,3010,-962,-3900,1503,4369,-1388,-631,592,4077,3946,-1108,-70324.0280542711
1465,146.5,5835,2290677,5760,2693,2030,4084,-5748,503,-1220,399,-1357,-3261,3919,-1059,-511,2410,571,-925,-70324.0280542711
1466,146.6,5586,2291120,4178,3220,4163,5983,-117,-35,-1335,2123,-401,4225,-5061,963,-758,1791,551,1892,-70324.0280542711
1467,146.7,7680,2250395,7421,7613,3981,5445,638,-3080,-3672,1034,-1762,419,-3551,702,768,-968,1177,4770,-70324.0280542711
1468,146.8,12079,2263365,9983,11749,8301,9647,-842,82,-3247,-106,1056,1932,-1918,3126,1408,-2369,3948,-512,-70324.0280542711
1469,146.9,3491,2255709,7082,3566,5292,1780,-483,-1709,-2889,1086,223,-3375,-3970,632,-4070,-308,2628,3661,-69281.4541103588
1470,147,-1174,2264898,-767,-1513,-1676,-1593,4586,282,381,-802,-2111,-168,-4344,-1974,88,1871,-2960,-1126,-69281.4541103588
1471,147.1,5165,2274335,5700,2454,4570,3414,-1643,-905,-3148,878,-698,69,-423,3363,3940,2979,842,265,-70324.0280542711
1472,147.2,7807,2310776,9659,8249,5752,5498,-1124,1179,-492,-2165,-1496,-2651,-1838,-544,-174,-4664,4794,-248,-70324.0280542711
1473,147.3,-3417,2249023,-1918,-6088,-1557,-33,1170,-1063,106,-834,743,-794,474,205,-2923,-379,357,-417,-69976.5034063003
1474,147.4,7561,2250137,8603,5996,6534,5600,1073,-1202,1522,-2142,1608,771,-922,-1897,5995,2324,-119,-1798,-69976.5034063003
1475,147.5,7494,2261932,2489,5697,407,3801,1818,2356,-404,59,1852,-1646,1922,2106,-371,3714,-2710,-2297,-69628.9787583295
1476,147.6,4209,2252682,6292,8105,4431,7639,-2497,2578,-101,1488,-63,2271,-4228,354,-1057,1554,3028,-1343,-69628.9787583295
1477,147.7,10586,2297840,6315,5635,6398,6546,-1148,-772,992,1950,4284,28,2516,-2367,-1047,3044,-680,-1247,-69281.4541103588
1478,147.8,3552,2257762,7301,3156,7159,1217,1874,-2975,-1177,-324,825,-867,826,2138,374,693,1624,210,-69281.4541103588
1479,147.9,10563,2306678,7133,7400,6142,8902,-2069,228,873,-1665,-683,-365,2096,-859,-1091,3482,1062,1692,-69628.9787583295
1480,148,3047,2219941,4571,861,1647,-808,-2665,44,812,-3061,-574,-439,-2714,-1319,336,1718,864,-3126,-69628.9787583295
1481,148.1,5396,2273206,4908,4371,1587,2970,-976,1756,-1012,-3277,6031,-463,-2674,3779,-91,1333,1674,-2224,-68586.4048144173
1482,148.2,4247,2261944,2878,2347,4258,670,2747,-1208,1410,2841,-245,-1382,-2338,-265,-2200,3286,-374,-761,-68586.4048144173
1483,148.3,1325,2255496,-3093,511,-2450,-1821,-1266,-811,141,3158,4223,1977,1406,-3355,-227,1901,-858,-3428,-69281.4541103588
1484,148.4,5615,2253361,4472,5432,3397,4029,396,912,806,-37,2419,647,-2193,-1864,486,837,-3693,6519,-69281.4541103588
1485,148.5,-573,2276234,-26,-1280,-2785,-2401,2874,1426,-2042,981,2,790,1659,1436,-634,761,-316,3206,-69281.4541103588
1486,148.6,9924,2286816,6522,1000,3410,1326,-3358,-127,728,642,-1205,3050,-3872,-3056,847,-1268,923,14,-69281.4541103588
1487,148.7,5329,2256080,5306,-1106,-532,1996,-2563,-697,844,1570,-94,-1339,-1585,1947,3360,2658,3005,1043,-70324.0280542711
1488,148.8,318,2255949,516,3263,1243,1401,-195,458,458,-1009,-1082,1193,-2614,-2399,408,-201,6779,2255,-68933.929462388
1489,148.9,1670,2248174,3587,3078,-839,4674,2484,72,-3891,-2605,994,418,-4424,-929,218,656,-1660,900,-68933.929462388
1490,149,315,2287888,3134,659,699,-1325,1337,-3120,-1451,1336,-859,3510,-1550,-2883,689,615,-1052,3581,-68933.929462388
1491,149.1,747,2281020,783,2312,3179,-2115,160,-1429,-1741,915,1752,4572,1537,-249,-1165,571,786,2515,-68933.929462388
1492,149.2,3239,2315498,5523,3078,5644,4932,1393,967,-281,1313,-2321,-1991,-5345,-2695,-1670,-658,1336,-3454,-68238.8801664465
1493,149.3,1879,2266834,-130,-2859,-1190,1117,-948,312,-4813,2902,-175,2629,-1097,-1484,-3170,800,1859,1976,-68586.4048144173
1494,149.4,10255,2256285,8684,7796,6879,10603,-104,-81,-281,-2885,-1254,1693,-171,851,-94,649,-319,-3330,-68586.4048144173
1495,149.5,2204,2242201,1048,1493,3290,2162,-259,332,-917,1185,-2416,-166,-318,172,-1867,989,2396,-164,-68586.4048144173
1496,149.6,8972,2257308,7014,8568,5547,5392,752,1181,-2009,-363,-632,3184,-1104,1530,1306,3629,1199,-565,-68586.4048144173
1497,149.7,1839,2282455,3618,75,1955,2564,-3743,-1010,-2851,-1233,-1243,-13,182,2511,-1294,-1222,928,2342,-68586.4048144173
1498,149.8,1357,2274572,1356,2145,1312,827,273,1787,2577,-2727,2231,-218,-3265,-2302,-1364,-1036,3997,-732,-67543.830870505
1499,149.9,3091,2303698,2111,3537,3761,1207,-1115,-1699,402,3844,-732,-3143,-1404,3390,2086,2138,1592,199,-67543.830870505
1500,150,4279,2238144,1319,-430,-3122,-328,233,883,-1529,338,2698,-4949,2707,0,-1966,-1867,-46,-1836,-67543.830870505
1501,150.1,5536,2280004,5644,5119,3573,2354,950,-375,1664,-690,-2452,122,-1103,1149,-447,873,4823,-1255,-66848.7815745634
1502,150.2,4941,2262897,-502,443,4448,4270,-5847,-2592,3379,-3007,-837,655,-1558,-1688,1446,1206,-3303,353,-66848.7815745634
1503,150.3,4048,2253995,3835,-255,5736,-421,511,-5181,-2216,1996,1325,2926,144,-520,-2582,1873,3233,2072,-67543.830870505
1504,150.4,-1195,2277288,1951,727,4183,-1263,-1615,-3093,5404,1365,1491,-4721,-432,-732,-151,2036,1309,1001,-67543.830870505
1505,150.5,5302,2283077,1668,3636,1437,1810,-3668,-2694,1863,-2033,-696,-1247,-1728,19,-1270,4403,-508,-1161,-67543.830870505
1506,150.6,10728,2278703,10143,8005,5171,7627,745,-2816,232,2277,3011,893,-1033,-1463,1069,-552,4008,2136,-67543.830870505
1507,150.7,1674,2258768,4429,975,995,2103,2625,269,3708,-3034,211,302,1877,-2196,1827,63,-1089,3644,-67543.830870505
1508,150.8,3563,2262599,3956,8138,2013,5890,1855,545,567,3396,248,2407,929,-1659,-1031,3155,-381,-389,-66501.2569265927
1509,150.9,5372,2217502,7182,6839,3479,6744,2067,1280,-1184,-480,455,-329,-705,577,-904,-1153,-210,-1151,-67196.3062225342
