sep=;
Number;Time 80Se;80Se;Time 117Sn;117Sn;Time 122Sn;122Sn;Time 124Sn;124Sn;Time 121Sb;121Sb;Time 125Te;125Te
252;47.175;641656.718000562;47.206;0;47.269;0;47.3;100.000285000812;47.238;266.668693348736;47.332;1366.71990040679
253;47.363;667217.512586415;47.394;66.666793333574;47.457;0;47.488;0;47.425;233.334885010319;47.519;1066.69909431913
254;47.55;633363.372620595;47.582;66.666793333574;47.645;33.3333650000301;47.676;100.000285000812;47.613;133.333840001925;47.707;866.688073862091
255;47.738;649988.494915058;47.77;66.666793333574;47.832;66.666793333574;47.864;66.666793333574;47.801;266.668693348736;47.895;1066.69909431913
256;47.926;639099.192573009;47.958;100.000285000812;48.02;33.3333650000301;48.051;166.667458337094;47.989;233.334885010319;48.083;1000.02850081227
257;48.114;647913.830346216;48.145;33.3333650000301;48.208;66.666793333574;48.239;133.333840001925;48.177;200.001140006498;48.271;1033.36376589624
258;48.302;622000.832670327;48.333;33.3333650000301;48.396;100.000285000812;48.427;66.666793333574;48.364;266.668693348736;48.459;1533.40034292832
259;48.489;679197.657884276;48.521;66.666793333574;48.584;66.666793333574;48.615;100.000285000812;48.552;200.001140006498;48.646;1300.04816678458
260;48.677;624659.502556348;48.709;0;48.772;33.3333650000301;48.803;33.3333650000301;48.74;166.667458337094;48.834;766.683418699365
261;48.865;682973.413005183;48.897;100.000285000812;48.959;66.666793333574;48.991;33.3333650000301;48.928;133.333840001925;49.022;1400.0558622289
262;49.053;621655.579910093;49.085;0;49.147;0;49.179;66.666793333574;49.116;33.3333650000301;49.21;1300.04816678458
263;49.241;628907.290124671;49.272;66.666793333574;49.335;33.3333650000301;49.366;100.000285000812;49.304;166.667458337094;49.398;966.693299067056
264;49.429;645977.694063314;49.46;200.001140006498;49.523;0;49.554;100.000285000812;49.492;100.000285000812;49.586;866.688073862091
265;49.616;636300.158759418;49.648;33.3333650000301;49.711;33.3333650000301;49.742;166.667458337094;49.679;366.670498373375;49.773;1300.04816678458
266;49.804;722684.38517455;49.836;66.666793333574;49.898;33.3333650000301;49.93;100.000285000812;49.867;333.336500030084;49.961;433.338685066094
267;49.992;625729.987925613;50.024;100.000285000812;50.086;66.666793333574;50.118;200.001140006498;50.055;200.001140006498;50.149;900.023085592145
268;50.18;660503.832078592;50.211;100.000285000812;50.274;100.000285000812;50.305;33.3333650000301;50.243;233.334885010319;50.337;500.007125101533
269;50.368;622829.466533959;50.399;33.3333650000301;50.462;66.666793333574;50.493;33.3333650000301;50.43;233.334885010319;50.525;1233.37668652386
270;50.555;652858.844706041;50.587;133.333840001925;50.65;0;50.681;100.000285000812;50.618;166.667458337094;50.712;1100.03448608114
271;50.743;622415.144795145;50.775;33.3333650000301;50.838;0;50.869;0;50.806;200.001140006498;50.9;1766.75562281228
272;50.931;624314.198384742;50.963;66.666793333574;51.025;0;51.057;33.3333650000301;50.994;333.336500030084;51.088;1300.04816678458
273;51.119;674314.606494212;51.15;66.666793333574;51.213;0;51.244;33.3333650000301;51.182;233.334885010319;51.276;566.675818481135
274;51.307;684809.618695007;51.338;66.666793333574;51.401;33.3333650000301;51.432;66.666793333574;51.37;266.668693348736;51.464;766.683418699365
275;51.495;575727.503933966;51.526;66.666793333574;51.589;33.3333650000301;51.62;33.3333650000301;51.557;133.333840001925;51.652;1066.69909431913
276;51.682;647118.606126484;51.714;0;51.777;66.666793333574;51.808;133.333840001925;51.745;200.001140006498;51.839;700.013965278607
277;51.87;682315.196488783;51.902;33.3333650000301;51.964;0;51.996;66.666793333574;51.933;333.336500030084;52.027;833.353125470063
278;52.058;606885.016754276;52.09;33.3333650000301;52.152;66.666793333574;52.184;100.000285000812;52.121;200.001140006498;52.215;1166.7054596232
279;52.246;723239.92297983;52.277;0;52.34;66.666793333574;52.371;66.666793333574;52.309;200.001140006498;52.403;933.358160660407
280;52.434;662926.003359937;52.465;100.000285000812;52.528;33.3333650000301;52.559;66.666793333574;52.497;300.002565021931;52.591;1300.04816678458
281;52.621;640066.861836487;52.653;66.666793333574;52.716;100.000285000812;52.747;66.666793333574;52.684;166.667458337094;52.778;966.693299067056
282;52.809;661887.88976274;52.841;0;52.903;0;52.935;100.000285000812;52.872;200.001140006498;52.966;533.341440123223
283;52.997;616822.742154441;53.029;66.666793333574;53.091;33.3333650000301;53.123;100.000285000812;53.06;300.002565021931;53.154;1366.71990040679
284;53.185;671787.025677806;53.216;200.001140006498;53.279;66.666793333574;53.31;66.666793333574;53.248;266.668693348736;53.342;533.341440123223
285;53.373;695276.125124479;53.404;133.333840001925;53.467;66.666793333574;53.498;0;53.436;200.001140006498;53.53;833.353125470063
286;53.56;639133.751286961;53.592;33.3333650000301;53.655;33.3333650000301;53.686;133.333840001925;53.623;200.001140006498;53.717;1566.73662145681
287;53.748;740226.864489812;53.78;33.3333650000301;53.842;33.3333650000301;53.874;66.666793333574;53.811;333.336500030084;53.905;1166.7054596232
288;53.936;733277.292817007;53.968;33.3333650000301;54.03;66.666793333574;54.062;100.000285000812;53.999;33.3333650000301;54.093;966.693299067056
289;54.124;648259.591046481;54.155;66.666793333574;54.218;0;54.249;100.000285000812;54.187;166.667458337094;54.281;666.679333574005
290;54.312;649262.334914934;54.343;100.000285000812;54.406;33.3333650000301;54.437;33.3333650000301;54.375;166.667458337094;54.469;966.693299067056
291;54.5;690873.901101432;54.531;33.3333650000301;54.594;0;54.625;33.3333650000301;54.562;233.334885010319;54.656;966.693299067056
292;54.687;706615.972581396;54.719;66.666793333574;54.782;100.000285000812;54.813;100.000285000812;54.75;266.668693348736;54.844;900.023085592145
293;54.875;629770.785150439;54.907;66.666793333574;54.969;66.666793333574;55.001;33.3333650000301;54.938;233.334885010319;55.032;933.358160660407
294;55.063;663202.843834987;55.094;33.3333650000301;55.157;0;55.188;0;55.126;133.333840001925;55.22;833.353125470063
295;55.251;657736.038190866;55.282;33.3333650000301;55.345;33.3333650000301;55.376;166.667458337094;55.314;200.001140006498;55.408;866.688073862091
296;55.439;587301.818891933;55.47;133.333840001925;55.533;33.3333650000301;55.564;33.3333650000301;55.501;266.668693348736;55.595;533.341440123223
297;55.626;528440.524912174;55.658;0;55.721;133.333840001925;55.752;133.333840001925;55.689;100.000285000812;55.783;600.010260175449
298;55.814;578379.2877193;55.846;33.3333650000301;55.908;0;55.94;133.333840001925;55.877;200.001140006498;55.971;633.344765206345
299;56.002;576071.869158402;56.033;0;56.096;33.3333650000301;56.127;33.3333650000301;56.065;66.666793333574;56.159;733.348660320334
300;56.19;580549.222334952;56.221;100.000285000812;56.284;0;56.315;133.333840001925;56.253;233.334885010319;56.347;933.358160660407
301;56.378;627767.540618022;56.409;33.3333650000301;56.472;0;56.503;33.3333650000301;56.44;133.333840001925;56.534;833.353125470063
302;56.565;582857.220313252;56.597;0;56.66;0;56.691;0;56.628;266.668693348736;56.722;733.348660320334
303;56.753;587336.277470807;56.785;0;56.847;33.3333650000301;56.879;100.000285000812;56.816;166.667458337094;56.91;633.344765206345
304;56.941;601918.228257611;56.972;133.333840001925;57.035;0;57.067;0;57.004;133.333840001925;57.098;600.010260175449
305;57.129;629770.785150439;57.16;133.333840001925;57.223;33.3333650000301;57.254;166.667458337094;57.192;166.667458337094;57.286;866.688073862091
306;57.317;597332.074935682;57.348;66.666793333574;57.411;66.666793333574;57.442;133.333840001925;57.379;66.666793333574;57.473;700.013965278607
307;57.504;633501.563494618;57.536;100.000285000812;57.599;33.3333650000301;57.63;66.666793333574;57.567;166.667458337094;57.661;666.679333574005
308;57.692;582650.521750767;57.724;200.001140006498;57.786;66.666793333574;57.818;66.666793333574;57.755;233.334885010319;57.849;466.672873415883
309;57.88;672617.971727793;57.912;33.3333650000301;57.974;0;58.006;66.666793333574;57.943;233.334885010319;58.037;966.693299067056
310;58.068;623140.214147454;58.1;33.3333650000301;58.162;33.3333650000301;58.194;133.333840001925;58.131;233.334885010319;58.225;900.023085592145
311;58.256;631463.356521432;58.287;33.3333650000301;58.35;33.3333650000301;58.381;266.668693348736;58.319;200.001140006498;58.413;2166.80046659548
312;58.444;773065.277411266;58.475;0;58.538;133.333840001925;58.569;66.666793333574;58.506;400.004560051985;58.6;633.344765206345
313;58.631;653965.608743174;58.663;100.000285000812;58.726;33.3333650000301;58.757;233.334885010319;58.694;333.336500030084;58.788;1033.36376589624
314;58.819;692364.296606363;58.851;233.334885010319;58.913;66.666793333574;58.945;100.000285000812;58.882;200.001140006498;58.976;700.013965278607
315;59.007;649711.859054388;59.039;66.666793333574;59.101;200.001140006498;59.133;266.668693348736;59.07;233.334885010319;59.164;900.023085592145
316;59.195;671925.514004419;59.226;300.002565021931;59.289;66.666793333574;59.32;433.338685066094;59.258;133.333840001925;59.352;900.023085592145
317;59.383;688517.249994537;59.414;433.338685066094;59.477;300.002565021931;59.508;500.007125101533;59.445;166.667458337094;59.539;433.338685066094
318;59.57;627905.68819919;59.602;300.002565021931;59.665;600.010260175449;59.696;833.353125470063;59.633;200.001140006498;59.727;566.675818481135
319;59.758;669675.211598718;59.79;900.023085592145;59.852;1033.36376589624;59.884;1733.41896423017;59.821;400.004560051985;59.915;1133.36994118243
320;59.946;649850.17644938;59.978;1766.75562281228;60.04;1733.41896423017;60.072;2466.84008552468;60.009;400.004560051985;60.103;666.679333574005
321;60.134;633812.496870515;60.165;3233.63131245878;60.228;2433.50209670374;60.259;3000.25652193263;60.197;233.334885010319;60.291;600.010260175449
322;60.322;660642.233024406;60.353;4100.47914098762;60.416;3166.95248412836;60.447;4733.97194614887;60.385;733.348660320334;60.479;800.018240415881
323;60.51;671475.430864817;60.541;5434.17481530348;60.604;4667.28741589298;60.635;5534.20607763178;60.572;1333.38400192541;60.666;633.344765206345
324;60.697;675180.298501854;60.729;8435.36077229495;60.791;4833.99921672544;60.823;8502.0596239439;60.76;1466.72797589606;60.854;1700.08236899078
325;60.885;718171.279377081;60.917;11370.3500915788;60.979;8535.40914483736;61.011;12537.8118397225;60.948;2233.47549404853;61.042;1666.74583709393
326;61.073;712271.241785886;61.105;20144.8924726341;61.167;16741.3172675382;61.199;22314.1817782292;61.136;4600.60313907153;61.23;3200.29186661824
327;61.261;705922.197580686;61.292;32296.3664052129;61.355;32262.9717122968;61.386;43821.3271991485;61.324;6701.2796093414;61.418;3733.73060226941
328;61.449;782782.225987501;61.48;61674.8845027594;61.543;44623.345008329;61.574;57962.2580225975;61.511;8868.90783967775;61.605;3133.61316498897
329;61.636;697876.372533261;61.668;101827.992996668;61.731;58631.1418040909;61.762;91638.709674832;61.699;14038.9482106702;61.793;4500.57719902578
330;61.824;747700.662160888;61.856;109373.20509952;61.918;82192.082897732;61.95;111419.353488198;61.887;18943.5552757601;61.981;4067.13804796643
331;62.012;752568.99759277;62.044;102029.156670183;62.106;77370.229980002;62.138;103068.538956991;62.075;28155.9087409618;62.169;5500.86226015928
332;62.2;759212.931779368;62.231;103437.366785526;62.294;65689.4171961102;62.325;93783.3315602736;62.263;24183.3229303349;62.357;7634.99432634903
333;62.388;1021073.61331524;62.419;119270.720085099;62.482;73788.1815216656;62.513;93280.6623455094;62.45;27254.4869033434;62.544;8968.95868405838
334;62.575;1111140.28437536;62.607;70809.2765496376;62.67;66291.6761950515;62.701;71411.7109928643;62.638;32930.8776374167;62.732;10669.9103194038
335;62.763;978021.749291859;62.795;98542.6451988105;62.857;50806.7948780475;62.889;73955.5507098079;62.826;34901.3481363097;62.92;10736.617664677
336;62.951;1070351.2029772;62.983;80283.2746735886;63.045;59768.3026653491;63.077;82928.8713190165;63.014;39577.9257823123;63.108;16174.1188919461
337;63.139;1303202.5816244;63.171;77638.0760108835;63.233;51408.544033254;63.265;70106.4624581313;63.202;34567.3545236555;63.296;14839.6067770984
338;63.327;1125514.5506711;63.358;66960.8770639209;63.421;59099.3756000715;63.452;69236.350607068;63.39;30493.1438634833;63.484;14906.329973023
339;63.515;1011615.26232431;63.546;61975.9426487449;63.609;45926.7020515885;63.64;58898.7024455583;63.577;36304.1906781516;63.672;12804.6711440333
340;63.702;1064582.24643133;63.734;49302.5121532612;63.797;47932.0555768847;63.828;80517.6785583928;63.765;27454.7988678281;63.859;15273.3120847547
341;63.89;986546.392106765;63.922;51375.1129839382;63.984;41081.3759484362;64.016;53113.6119020427;63.953;29190.9316285829;64.047;14272.4698529089
342;64.078;1057435.54111418;64.11;36604.8143739665;64.172;38876.3597444805;64.204;52545.2375603907;64.141;21613.3051506507;64.235;10870.0331159227
343;64.266;1106918.90333605;64.297;42083.7475587213;64.36;35335.5493294028;64.391;55621.3652681432;64.329;40379.7498557926;64.423;11503.7703607357
344;64.454;950115.902362924;64.485;43821.3271991485;64.548;29357.8765181025;64.579;40346.3397885642;64.517;34300.1642070313;64.61;9802.73790469678
345;64.641;978444.363915313;64.673;38275.0397303755;64.736;31394.7319873267;64.767;51141.0974198515;64.704;45191.4631123347;64.798;7868.43076884504
346;64.829;818316.509066548;64.861;34266.7657032917;64.924;27855.4296529055;64.955;33765.795769386;64.892;59567.6218722157;64.986;5067.39839899548
347;65.017;765754.916940524;65.049;38776.1383124164;65.111;24984.4443480425;65.143;35535.9535009546;65.08;74491.1428193962;65.174;6201.09573361613
348;65.205;921726.584368086;65.236;34199.9688863698;65.299;26686.9487477149;65.33;28256.0695797207;65.268;95157.3673736672;65.362;5734.2703131025
349;65.393;756916.843551881;65.424;27955.5887775592;65.487;22280.8060661963;65.518;28122.521921681;65.456;49770.4974210721;65.549;5634.23791022982
350;65.58;899797.686546609;65.612;29157.5428411543;65.675;29992.2815747456;65.706;36872.0397570683;65.643;60838.6389334633;65.737;4900.68438057375
351;65.768;802441.180524461;65.8;28756.8823442851;65.863;23983.0482877997;65.894;26419.8783164453;65.831;76566.7163682202;65.925;2733.54627658828
352;65.956;655522.111647079;65.988;26853.869830286;66.05;22113.9284578392;66.082;32463.3408224225;66.019;78207.2623744911;66.113;3900.43353318721
353;66.144;812732.375209514;66.176;38341.8520486037;66.238;15773.7546032977;66.27;28957.2114498949;66.207;67195.1033872811;66.301;3333.65003008619
354;66.332;690665.948809145;66.363;32029.2106401038;66.426;28823.658458863;66.458;29725.160862412;66.395;81924.1674890824;66.489;3433.66931787609
355;66.52;825089.601919514;66.551;36538.0086635122;66.614;22848.2018006551;66.645;31695.2716493302;66.583;75461.9451072975;66.677;2266.81310279311
356;66.708;695726.807602167;66.739;42217.4014288338;66.802;25218.1116477854;66.833;37940.9819516551;66.771;81086.9581450471;66.865;2866.90089246958
357;66.895;740539.658618263;66.927;47297.0021928352;66.99;33031.0657173071;67.021;56858.6554423741;66.958;50472.4986971286;67.052;2300.15077488329
358;67.083;707483.22915341;67.115;56290.1599491906;67.178;44690.1814786833;67.209;57761.5978527377;67.146;73855.1290057201;67.24;3300.31039419257
359;67.271;738836.734439655;67.303;75863.6720793275;67.365;59433.8359499247;67.397;110748.458951244;67.334;57259.9574523459;67.428;3433.66931787609
360;67.459;683077.344143225;67.491;78843.4336448985;67.553;69972.5962931057;67.585;76801.0707118215;67.522;66693.1936590169;67.616;2366.82630910122
361;67.647;781493.295544687;67.678;97671.1252766555;67.741;55353.8545229257;67.772;90197.9386913683;67.71;46829.0828096896;67.804;3467.00920717634
362;67.835;787067.714713412;67.866;91571.6944539971;67.929;51141.0974198515;67.96;90499.485643433;67.898;41816.4428694363;67.992;2733.54627658828
363;68.023;691844.377095498;68.054;86010.3210380343;68.117;73855.1290057201;68.148;90298.4537676428;68.085;30860.4519554892;68.18;2333.48851031927
364;68.21;734910.199809985;68.242;116485.432824401;68.305;64451.505168059;68.336;91169.6084906978;68.273;24016.4272362296;68.367;1833.42913000538
365;68.398;618376.011623977;68.43;103169.127598046;68.493;77470.6717634284;68.524;99615.344373254;68.461;25852.3671386392;68.555;2066.78840050346
366;68.586;803034.072211966;68.618;124540.481000226;68.68;79647.0513084701;68.712;100386.387305023;68.649;27187.7167563653;68.743;2466.84008552468
367;68.774;777104.659588772;68.805;128435.075809899;68.868;93113.1091326079;68.9;111989.633953237;68.837;21413.0598251874;68.931;1233.37668652386
368;68.962;693369.517174084;68.993;109440.28815999;69.056;77939.4076728624;69.087;97168.3449598584;69.025;21646.6795936368;69.119;1133.36994118243
369;69.15;705367.196943391;69.181;111117.447781696;69.244;72650.1132965991;69.275;99011.9430398532;69.213;21379.6858263506;69.307;1566.73662145681
370;69.337;688413.287243121;69.369;99112.5084916271;69.432;56256.7196105833;69.463;87383.7497469756;69.4;16474.3981016958;69.494;1266.71239498413
371;69.525;741408.559854888;69.557;112794.767245757;69.62;61607.9833928919;69.651;77370.229980002;69.588;11503.7703607357;69.682;1900.10289057152
372;69.713;614510.346874777;69.745;66893.9558305188;69.807;54785.4077113516;69.839;74491.1428193962;69.776;13972.2283121463;69.87;1500.06412774146
373;69.901;692433.620349465;69.932;70006.0627387922;69.995;57460.6118940829;70.026;82560.4732495964;69.964;14172.388768632;70.058;1366.71990040679
374;70.089;670402.20140584;70.12;75026.7512457998;70.183;51107.6668794261;70.214;69135.9558571932;70.152;10002.8508124816;70.246;1500.06412774146
375;70.277;668498.243154007;70.308;69537.5382969976;70.371;52712.4045758173;70.402;49168.8043663901;70.339;11403.7050637752;70.433;1500.06412774146
376;70.464;746170.887022344;70.496;56591.1258604167;70.559;37840.7658570578;70.59;50338.7820057681;70.527;13171.6093130614;70.621;1466.72797589606
377;70.652;747874.508509456;70.684;61909.0403928439;70.746;42050.3342500974;70.778;53514.8283897467;70.715;8968.95868405838;70.809;1866.76597861673
378;70.84;718796.103098513;70.871;58898.7024455583;70.934;38141.4158564077;70.965;49737.0694885277;70.903;5867.64773736836;70.997;1400.0558622289
379;71.028;768365.417792692;71.059;59233.1589761558;71.122;35602.7553996776;71.153;50606.2164062016;71.091;8035.17298618852;71.185;1533.40034292832
380;71.216;734041.613727701;71.247;54818.8452500389;71.31;25117.9681385079;71.341;40379.7498557926;71.278;4233.84414662963;71.372;1466.72797589606
381;71.403;735049.177492086;71.435;45993.5434811044;71.498;29023.9883263517;71.529;43420.3320260342;71.466;5967.68147090079;71.56;1366.71990040679
382;71.591;630427.0692944;71.623;42885.68603456;71.685;36036.9739352576;71.717;38475.4774475555;71.654;9269.11463984305;71.748;1266.71239498413
383;71.779;704500.042902791;71.81;39511.1087618019;71.873;30392.9702627806;71.904;39143.6196926045;71.842;5334.14412324007;71.936;1300.04816678458
384;71.967;730324.541179298;71.998;48166.0284000322;72.061;25885.7496413022;72.092;32797.2944200608;72.03;5467.51850604991;72.124;2033.45117182874
385;72.155;654553.60501841;72.186;37540.1210043234;72.249;24951.0635590984;72.28;32095.9992003359;72.217;5167.42757037641;72.311;1033.36376589624
386;72.342;692329.634835547;72.374;31494.9113031233;72.437;26386.4947981828;72.468;35469.1518563355;72.405;4100.47914098762;72.499;1566.73662145681
387;72.53;753890.631174935;72.562;33198.0471207075;72.624;16674.587095537;72.656;18743.3404027744;72.593;4800.65672984064;72.687;1133.36994118243
388;72.718;748291.746628006;72.75;32697.1076739111;72.812;18876.8167310229;72.843;24450.3593410605;72.781;4033.79701830059;72.875;1400.0558622289
389;72.906;674037.593903221;72.937;21813.55276033;73;19444.102449475;73.031;26753.7169903083;72.969;3166.95248412836;73.063;1633.40936853944
390;73.094;656559.855567019;73.125;25284.8743046534;73.188;16774.6824486748;73.219;24917.6828336229;73.157;4667.28741589298;73.251;1600.07296332713
391;73.282;709495.426257442;73.313;22814.8250733327;73.376;13972.2283121463;73.407;19310.6218075252;73.344;3567.02925519046;73.438;1400.0558622289
392;73.469;683146.63190411;73.501;24517.1190783965;73.564;13071.5345061167;73.595;20545.3564759431;73.532;3033.59558767189;73.626;766.683418699365
393;73.657;727302.817100762;73.689;22848.2018006551;73.751;15239.9497575206;73.783;19377.3620016235;73.72;2733.54627658828;73.814;1600.07296332713
394;73.845;740053.092333953;73.877;19744.4376050424;73.939;13071.5345061167;73.971;15807.1179452107;73.908;2100.1256925227;74.002;900.023085592145
395;74.033;688898.451919186;74.064;23282.1050305124;74.127;14939.6916661064;74.158;19911.2926896489;74.096;4133.82029736436;74.19;1500.06412774146
396;74.221;728344.733326848;74.252;21079.322692011;74.315;10669.9103194038;74.346;17408.6329410755;74.284;2233.47549404853;74.378;1866.76597861673
397;74.408;750864.929735705;74.44;22314.1817782292;74.503;11603.8362282571;74.534;16007.2993284938;74.471;2233.47549404853;74.565;1166.7054596232
398;74.596;764745.625179378;74.628;19377.3620016235;74.691;11703.9026663441;74.722;15907.2083514645;74.659;2600.19267427716;74.753;1066.69909431913
399;74.784;677985.428511832;74.816;13872.1489399277;74.878;10169.6133121239;74.91;13638.6326240394;74.847;2666.86934873717;74.941;1366.71990040679
400;74.972;730081.395092448;75.004;16707.9521498257;75.066;13438.4782547332;75.098;17642.1994206522;75.035;2166.80046659548;75.129;1366.71990040679
401;75.16;745475.577862293;75.191;16774.6824486748;75.254;8335.31297016375;75.285;16974.8748674088;75.223;2166.80046659548;75.317;2200.13794864938
402;75.348;688863.79686308;75.379;16074.0269636133;75.442;11670.5471235853;75.473;16908.1438074649;75.41;2933.57858050266;75.505;1533.40034292832
403;75.535;720288.825817976;75.567;18242.8132112185;75.63;11103.5125962098;75.661;18042.6063308571;75.598;1800.09234473728;75.692;1100.03448608114
404;75.723;668740.553852849;75.755;11770.6139420521;75.818;12871.3866041344;75.849;16340.9400409224;75.786;2400.16417122931;75.88;900.023085592145
405;75.911;683285.208231142;75.943;16808.0476932355;76.005;11170.2215896876;76.037;12337.6700243469;75.974;2333.48851031927;76.068;1566.73662145681
406;76.099;698604.509529676;76.131;19844.5504654839;76.193;13638.6326240394;76.225;16941.5093057243;76.162;1666.74583709393;76.256;1166.7054596232
407;76.287;664171.819262732;76.318;16607.8571772305;76.381;13571.9142473104;76.412;15340.0369294715;76.35;1566.73662145681;76.444;1033.36376589624
408;76.475;653204.701104523;76.506;17875.7690082457;76.569;11603.8362282571;76.6;17675.5663143059;76.538;1866.76597861673;76.632;1066.69909431913
409;76.663;664137.212093003;76.694;14872.9683433537;76.757;11803.9696750017;76.788;17742.3002919009;76.725;1300.04816678458;76.82;1166.7054596232
410;76.85;675526.587040283;76.882;14572.7165299341;76.945;14172.388768632;76.976;16307.5756842841;76.913;1900.10289057152;77.007;1166.7054596232
411;77.038;752534.21907789;77.07;21179.4431657564;77.133;12704.5984294015;77.164;20578.7288886047;77.101;2133.46304788664;77.195;1200.04104140362
412;77.226;691116.515164362;77.258;17341.900232048;77.32;12571.1690308551;77.352;14639.4387112479;77.289;866.688073862091;77.383;1133.36994118243
413;77.414;699055.275852985;77.446;17341.900232048;77.508;11303.6403373706;77.54;17842.4017340146;77.477;1300.04816678458;77.571;1500.06412774146
414;77.602;755768.909737373;77.633;15773.7546032977;77.696;12938.1023178477;77.727;14439.2729282524;77.665;1800.09234473728;77.759;1566.73662145681
415;77.79;681622.363166961;77.821;16507.7627754452;77.884;13972.2283121463;77.915;15506.8501510542;77.852;1966.77690451216;77.946;1166.7054596232
416;77.977;745301.75478837;78.009;18042.6063308571;78.072;12037.4615807825;78.103;15740.3913248034;78.04;1300.04816678458;78.134;933.358160660407
417;78.165;691775.055635683;78.197;17341.900232048;78.259;14973.0534226041;78.291;17008.2404925186;78.228;1433.39188739193;78.322;700.013965278607
418;78.353;712028.340741339;78.384;21279.5642105347;78.447;10636.556741854;78.479;16307.5756842841;78.416;1300.04816678458;78.51;1133.36994118243
419;78.541;716852.278684614;78.572;20912.456504717;78.635;14339.190892813;78.666;15039.7771258429;78.604;1900.10289057152;78.698;1833.42913000538
420;78.729;766242.181577598;78.76;19410.73219383;78.823;13071.5345061167;78.854;18943.5552757601;78.791;1900.10289057152;78.885;1133.36994118243
421;78.916;756081.975304001;78.948;17308.5339726752;79.011;12971.4602698094;79.042;15940.5719470545;78.979;866.688073862091;79.073;1066.69909431913
422;79.104;757925.694574947;79.136;18242.8132112185;79.198;14772.8838348286;79.23;19510.8431510812;79.167;1133.36994118243;79.261;1400.0558622289
423;79.292;699367.351498288;79.324;21112.6961198116;79.386;13171.6093130614;79.418;16674.587095537;79.355;1033.36376589624;79.449;900.023085592145
424;79.48;699436.702380844;79.511;16841.4130012207;79.574;13138.2509806754;79.605;13972.2283121463;79.543;1433.39188739193;79.637;1166.7054596232
425;79.668;744780.295684824;79.699;21846.9275840225;79.762;14839.6067770984;79.793;20144.8924726341;79.73;1533.40034292832;79.825;933.358160660407
426;79.855;759595.641749767;79.887;18142.7094855955;79.95;14172.388768632;79.981;14739.5224588138;79.918;1400.0558622289;80.012;1600.07296332713
427;80.043;709911.77114485;80.075;17208.4355751189;80.137;13071.5345061167;80.169;18943.5552757601;80.106;1300.04816678458;80.2;2133.46304788664
428;80.231;771742.229374368;80.263;16908.1438074649;80.325;12371.0268350747;80.357;19610.9546792838;80.294;1200.04104140362;80.388;1133.36994118243
429;80.419;704049.139406524;80.45;20044.7778992749;80.513;13605.2734039714;80.544;16441.033491369;80.482;1366.71990040679;80.576;1100.03448608114
430;80.607;727337.546664971;80.638;23048.4634971961;80.701;13872.1489399277;80.732;14839.6067770984;80.67;1100.03448608114;80.764;1133.36994118243
431;80.794;719906.95467095;80.826;17575.4658236313;80.889;14105.6683628316;80.92;18142.7094855955;80.857;1100.03448608114;80.951;1566.73662145681
432;80.982;711473.15073096;81.014;22948.332363366;81.076;11303.6403373706;81.108;18409.6540225694;81.045;1000.02850081227;81.139;1466.72797589606
433;81.17;759317.306415421;81.202;19644.3253155637;81.264;15306.674475405;81.296;20979.2027892934;81.233;1000.02850081227;81.327;1000.02850081227
434;81.358;685294.685635719;81.389;22414.309295054;81.452;13605.2734039714;81.483;20011.406501706;81.421;1100.03448608114;81.515;1100.03448608114
435;81.546;783513.822312478;81.577;17308.5339726752;81.64;14906.329973023;81.671;20879.0834575989;81.609;1000.02850081227;81.703;1300.04816678458
436;81.734;753508.043008864;81.765;22547.8135391882;81.828;12337.6700243469;81.859;16107.3908763036;81.796;700.013965278607;81.89;833.353125470063
437;81.921;355873.162279526;81.953;21379.6858263506;82.015;15273.3120847547;82.047;20845.7104739272;81.984;1900.10289057152;82.078;1466.72797589606
438;82.109;814093.347744788;82.141;21613.3051506507;82.203;13938.868457998;82.235;22881.5785914347;82.172;1566.73662145681;82.266;1700.08236899078
439;82.297;675561.216262964;82.328;18443.0223751381;82.391;15006.4152425162;82.422;15606.9388450105;82.36;1266.71239498413;82.454;833.353125470063
440;82.485;746900.990682121;82.516;22180.6793108213;82.579;14139.0285340268;82.61;15406.762027854;82.548;766.683418699365;82.642;1266.71239498413
441;82.672;745406.048430355;82.704;23315.4826462512;82.767;12170.8869217068;82.798;18509.7592705754;82.735;1766.75562281228;82.829;1000.02850081227
442;82.86;683597.008892674;82.892;18609.8650894839;82.954;13838.7892760054;82.986;21913.6774217628;82.923;1666.74583709393;83.017;1300.04816678458
443;83.048;757160.354116764;83.08;20378.4953643009;83.142;14672.7998970236;83.174;20578.7288886047;83.111;1033.36376589624;83.205;1800.09234473728
444;83.236;712444.74455006;83.267;15973.9356060642;83.33;13671.9919075146;83.361;15873.844819294;83.299;1033.36376589624;83.393;666.679333574005
445;83.424;650541.779484874;83.455;23983.0482877997;83.518;14339.190892813;83.549;21479.8080132091;83.486;1100.03448608114;83.581;1200.04104140362
446;83.611;722337.182798918;83.643;16074.0269636133;83.706;11970.7492907123;83.737;17775.6673758424;83.674;900.023085592145;83.768;1100.03448608114
447;83.799;672894.962326188;83.831;19844.5504654839;83.893;14439.2729282524;83.925;21680.0541000735;83.862;1000.02850081227;83.956;1233.37668652386
448;83.987;716296.939044029;84.019;21112.6961198116;84.081;15807.1179452107;84.113;14105.6683628316;84.05;766.683418699365;84.144;866.688073862091
